,combos,R2,R2_adj,RMSE
19537,"['team', 'games_played', 'minutes_played', 'usage_percentage', 'offensive_win_shares', 'exp', 'exp^2']",0.445,0.441,1.058
19555,"['team', 'games_played', 'minutes_played', 'defensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
22091,"['team', 'minutes_played', 'turnover_percentage', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21908,"['team', 'minutes_played', 'assist_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
19539,"['team', 'games_played', 'minutes_played', 'usage_percentage', 'win_shares', 'exp', 'exp^2']",0.446,0.442,1.058
19544,"['team', 'games_played', 'minutes_played', 'usage_percentage', 'value_over_replacement_player', 'exp', 'exp^2']",0.445,0.441,1.058
22073,"['team', 'minutes_played', 'block_percentage', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
21102,"['team', 'minutes_played', 'true_shooting_percentage', 'three_point_attempt_rate', 'free_throw_attempt_rate', 'exp', 'exp^2']",0.446,0.441,1.058
18037,"['age', 'team', 'minutes_played', 'defensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.445,0.441,1.058
10532,"['positions', 'minutes_played', 'true_shooting_percentage', 'defensive_rebound_percentage', 'usage_percentage', 'exp', 'exp^2']",0.446,0.444,1.058
10537,"['positions', 'minutes_played', 'true_shooting_percentage', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.444,1.058
21225,"['team', 'minutes_played', 'true_shooting_percentage', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
5539,"['positions', 'age', 'minutes_played', 'defensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.445,0.444,1.058
5548,"['positions', 'age', 'minutes_played', 'total_rebound_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.446,0.445,1.058
17976,"['age', 'team', 'minutes_played', 'block_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.445,0.441,1.058
19506,"['team', 'games_played', 'minutes_played', 'steal_percentage', 'usage_percentage', 'exp', 'exp^2']",0.445,0.441,1.058
22104,"['team', 'minutes_played', 'turnover_percentage', 'win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
18010,"['age', 'team', 'minutes_played', 'offensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
21217,"['team', 'minutes_played', 'true_shooting_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.446,0.442,1.058
19510,"['team', 'games_played', 'minutes_played', 'steal_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
2966,"['age', 'team', 'minutes_played', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
10436,"['positions', 'minutes_played', 'player_efficiency_rating', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.444,1.058
4990,"['positions', 'age', 'team', 'minutes_played', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
19522,"['team', 'games_played', 'minutes_played', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
22125,"['team', 'minutes_played', 'usage_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
21201,"['team', 'minutes_played', 'true_shooting_percentage', 'steal_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
5436,"['positions', 'age', 'minutes_played', 'player_efficiency_rating', 'three_point_attempt_rate', 'exp', 'exp^2']",0.445,0.444,1.058
22119,"['team', 'minutes_played', 'turnover_percentage', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.446,0.442,1.058
21192,"['team', 'minutes_played', 'true_shooting_percentage', 'assist_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21185,"['team', 'minutes_played', 'true_shooting_percentage', 'assist_percentage', 'usage_percentage', 'exp', 'exp^2']",0.446,0.442,1.058
5458,"['positions', 'age', 'minutes_played', 'true_shooting_percentage', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.446,0.444,1.058
21912,"['team', 'minutes_played', 'assist_percentage', 'usage_percentage', 'defensive_win_shares', 'exp', 'exp^2']",0.446,0.441,1.058
18023,"['age', 'team', 'minutes_played', 'win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
21134,"['team', 'minutes_played', 'true_shooting_percentage', 'free_throw_attempt_rate', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
22109,"['team', 'minutes_played', 'turnover_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
21112,"['team', 'minutes_played', 'true_shooting_percentage', 'three_point_attempt_rate', 'defensive_win_shares', 'exp', 'exp^2']",0.445,0.441,1.058
19526,"['team', 'games_played', 'minutes_played', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
18017,"['age', 'team', 'minutes_played', 'defensive_win_shares', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
18016,"['age', 'team', 'minutes_played', 'defensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21109,"['team', 'minutes_played', 'true_shooting_percentage', 'three_point_attempt_rate', 'turnover_percentage', 'exp', 'exp^2']",0.446,0.442,1.058
19527,"['team', 'games_played', 'minutes_played', 'turnover_percentage', 'usage_percentage', 'exp', 'exp^2']",0.446,0.441,1.058
22135,"['team', 'minutes_played', 'usage_percentage', 'defensive_win_shares', 'value_over_replacement_player', 'exp', 'exp^2']",0.446,0.441,1.058
21108,"['team', 'minutes_played', 'true_shooting_percentage', 'three_point_attempt_rate', 'block_percentage', 'exp', 'exp^2']",0.445,0.441,1.058
22098,"['team', 'minutes_played', 'turnover_percentage', 'defensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
3482,"['team', 'minutes_played', 'free_throw_attempt_rate', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
19569,"['team', 'games_played', 'minutes_played', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
6986,"['positions', 'team', 'games_played', 'minutes_played', 'usage_percentage', 'exp', 'exp^2']",0.445,0.441,1.058
17914,"['age', 'team', 'minutes_played', 'offensive_rebound_percentage', 'defensive_win_shares', 'exp', 'exp^2']",0.445,0.441,1.058
17911,"['age', 'team', 'minutes_played', 'offensive_rebound_percentage', 'turnover_percentage', 'exp', 'exp^2']",0.446,0.441,1.058
21919,"['team', 'minutes_played', 'assist_percentage', 'usage_percentage', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
17605,"['age', 'team', 'games_played', 'minutes_played', 'offensive_rebound_percentage', 'exp', 'exp^2']",0.445,0.441,1.058
17902,"['age', 'team', 'minutes_played', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
7356,"['positions', 'team', 'minutes_played', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
21925,"['team', 'minutes_played', 'assist_percentage', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
22010,"['team', 'minutes_played', 'steal_percentage', 'win_shares_per_48_minutes', 'value_over_replacement_player', 'exp', 'exp^2']",0.445,0.441,1.058
7344,"['positions', 'team', 'minutes_played', 'steal_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
22007,"['team', 'minutes_played', 'steal_percentage', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
7335,"['positions', 'team', 'minutes_played', 'assist_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
22001,"['team', 'minutes_played', 'steal_percentage', 'win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
19732,"['team', 'games_played', 'player_efficiency_rating', 'usage_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
17618,"['age', 'team', 'games_played', 'minutes_played', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21938,"['team', 'minutes_played', 'assist_percentage', 'win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
17621,"['age', 'team', 'games_played', 'minutes_played', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
21943,"['team', 'minutes_played', 'assist_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
21952,"['team', 'minutes_played', 'assist_percentage', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
21962,"['team', 'minutes_played', 'steal_percentage', 'block_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21973,"['team', 'minutes_played', 'steal_percentage', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21995,"['team', 'minutes_played', 'steal_percentage', 'defensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.446,0.442,1.058
21981,"['team', 'minutes_played', 'steal_percentage', 'usage_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
3540,"['team', 'minutes_played', 'assist_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
3447,"['team', 'minutes_played', 'true_shooting_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
21988,"['team', 'minutes_played', 'steal_percentage', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.446,0.442,1.058
7368,"['positions', 'team', 'minutes_played', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
7385,"['positions', 'team', 'minutes_played', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
7392,"['positions', 'team', 'minutes_played', 'defensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
7398,"['positions', 'team', 'minutes_played', 'win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
10324,"['positions', 'minutes_played', 'player_efficiency_rating', 'free_throw_attempt_rate', 'defensive_rebound_percentage', 'exp', 'exp^2']",0.445,0.444,1.058
22057,"['team', 'minutes_played', 'block_percentage', 'win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
22051,"['team', 'minutes_played', 'block_percentage', 'defensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
20801,"['team', 'games_played', 'usage_percentage', 'defensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
22044,"['team', 'minutes_played', 'block_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
19564,"['team', 'games_played', 'minutes_played', 'win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
3191,"['team', 'games_played', 'minutes_played', 'usage_percentage', 'exp', 'exp^2']",0.445,0.441,1.058
7242,"['positions', 'team', 'minutes_played', 'true_shooting_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
19904,"['team', 'games_played', 'true_shooting_percentage', 'usage_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
17960,"['age', 'team', 'minutes_played', 'assist_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
7277,"['positions', 'team', 'minutes_played', 'free_throw_attempt_rate', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
3198,"['team', 'games_played', 'minutes_played', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
22069,"['team', 'minutes_played', 'block_percentage', 'offensive_box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.446,0.441,1.058
3618,"['team', 'minutes_played', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.446,0.442,1.058
8846,"['positions', 'games_played', 'minutes_played', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.444,1.058
8841,"['positions', 'games_played', 'minutes_played', 'defensive_rebound_percentage', 'usage_percentage', 'exp', 'exp^2']",0.445,0.444,1.058
3615,"['team', 'minutes_played', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
7412,"['positions', 'team', 'minutes_played', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
3612,"['team', 'minutes_played', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
3611,"['team', 'minutes_played', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
3608,"['team', 'minutes_played', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
3603,"['team', 'minutes_played', 'win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
7403,"['positions', 'team', 'minutes_played', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
3597,"['team', 'minutes_played', 'defensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
3590,"['team', 'minutes_played', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
3573,"['team', 'minutes_played', 'turnover_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
3617,"['team', 'minutes_played', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
19461,"['team', 'games_played', 'minutes_played', 'offensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
11523,"['positions', 'minutes_played', 'usage_percentage', 'offensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.444,1.058
11130,"['positions', 'minutes_played', 'defensive_rebound_percentage', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.444,1.058
21242,"['team', 'minutes_played', 'true_shooting_percentage', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
19436,"['team', 'games_played', 'minutes_played', 'free_throw_attempt_rate', 'usage_percentage', 'exp', 'exp^2']",0.445,0.441,1.058
22216,"['team', 'minutes_played', 'win_shares', 'defensive_box_plus_minus', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
21305,"['team', 'minutes_played', 'three_point_attempt_rate', 'offensive_rebound_percentage', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
21380,"['team', 'minutes_played', 'three_point_attempt_rate', 'turnover_percentage', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
22194,"['team', 'minutes_played', 'defensive_win_shares', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
21260,"['team', 'minutes_played', 'true_shooting_percentage', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
22136,"['team', 'minutes_played', 'usage_percentage', 'defensive_win_shares', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
21528,"['team', 'minutes_played', 'free_throw_attempt_rate', 'offensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
21377,"['team', 'minutes_played', 'three_point_attempt_rate', 'turnover_percentage', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
21531,"['team', 'minutes_played', 'free_throw_attempt_rate', 'offensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21558,"['team', 'minutes_played', 'free_throw_attempt_rate', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
22173,"['team', 'minutes_played', 'offensive_win_shares', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
22186,"['team', 'minutes_played', 'defensive_win_shares', 'win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.446,0.441,1.058
21626,"['team', 'minutes_played', 'offensive_rebound_percentage', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
21437,"['team', 'minutes_played', 'free_throw_attempt_rate', 'offensive_rebound_percentage', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
21535,"['team', 'minutes_played', 'free_throw_attempt_rate', 'defensive_win_shares', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.445,0.441,1.058
21425,"['team', 'minutes_played', 'three_point_attempt_rate', 'value_over_replacement_player', 'allstar', 'exp', 'exp^2']",0.445,0.441,1.058
21649,"['team', 'minutes_played', 'offensive_rebound_percentage', 'offensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
19408,"['team', 'games_played', 'minutes_played', 'true_shooting_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
21481,"['team', 'minutes_played', 'free_throw_attempt_rate', 'assist_percentage', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
11141,"['positions', 'minutes_played', 'defensive_rebound_percentage', 'win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.445,1.058
21547,"['team', 'minutes_played', 'free_throw_attempt_rate', 'win_shares_per_48_minutes', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
11151,"['positions', 'minutes_played', 'defensive_rebound_percentage', 'offensive_box_plus_minus', 'defensive_box_plus_minus', 'exp', 'exp^2']",0.445,0.444,1.058
21549,"['team', 'minutes_played', 'free_throw_attempt_rate', 'win_shares_per_48_minutes', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
22218,"['team', 'minutes_played', 'win_shares', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
21370,"['team', 'minutes_played', 'three_point_attempt_rate', 'block_percentage', 'allstar', 'exp', 'exp^2']",0.446,0.442,1.058
21538,"['team', 'minutes_played', 'free_throw_attempt_rate', 'defensive_win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.446,0.442,1.058
22182,"['team', 'minutes_played', 'offensive_win_shares', 'defensive_box_plus_minus', 'allstar', 'exp', 'exp^2']",0.446,0.441,1.058
22183,"['team', 'minutes_played', 'offensive_win_shares', 'box_plus_minus', 'value_over_replacement_player', 'exp', 'exp^2']",0.446,0.442,1.058
21656,"['team', 'minutes_played', 'offensive_rebound_percentage', 'defensive_win_shares', 'offensive_box_plus_minus', 'exp', 'exp^2']",0.446,0.441,1.058
21490,"['team', 'minutes_played', 'free_throw_attempt_rate', 'steal_percentage', 'win_shares_per_48_minutes', 'exp', 'exp^2']",0.446,0.441,1.058
21255,"['team', 'minutes_played', 'true_shooting_percentage', 'win_shares', 'box_plus_minus', 'exp', 'exp^2']",0.445,0.441,1.058
